timestamp,TT101,TT102,TT103,FT103,LT101,AT101
2025-01-15 11:08:00,84.98,40.59,30.72,923.8,49.62,1.41
2025-01-15 11:08:30,84.69,40.83,30.79,910.2,50.33,1.45
2025-01-15 11:09:00,84.58,41.23,30.71,913.0,50.75,1.36
2025-01-15 11:09:30,84.79,41.4,31.15,910.2,49.87,1.6
2025-01-15 11:10:00,84.65,41.57,30.79,921.8,50.26,1.4
2025-01-15 11:10:30,84.65,40.97,31.1,909.7,51.13,1.54
2025-01-15 11:11:00,84.49,41.13,31.04,907.9,51.16,1.35
2025-01-15 11:11:30,84.56,41.43,30.84,915.7,50.27,1.56
2025-01-15 11:12:00,84.54,41.31,30.92,903.6,49.94,1.64
2025-01-15 11:12:30,84.22,41.66,30.75,910.1,50.39,1.5
2025-01-15 11:13:00,84.13,41.24,30.88,903.6,50.0,1.59
2025-01-15 11:13:30,84.04,41.58,31.24,911.2,51.6,1.65
2025-01-15 11:14:00,83.82,41.54,30.71,908.5,51.24,1.44
2025-01-15 11:14:30,84.03,41.91,31.12,900.4,51.69,1.44
2025-01-15 11:15:00,84.17,41.59,30.77,909.8,51.54,1.59
2025-01-15 11:15:30,83.51,41.53,30.8,897.2,50.76,1.46
2025-01-15 11:16:00,83.44,41.81,31.08,895.7,51.92,1.54
2025-01-15 11:16:30,84.05,41.82,30.96,902.6,51.02,1.31
2025-01-15 11:17:00,84.1,42.3,30.87,891.1,52.11,1.56
2025-01-15 11:17:30,83.24,41.93,30.77,901.9,50.9,1.69
2025-01-15 11:18:00,83.88,41.85,31.11,894.3,52.05,1.66
2025-01-15 11:18:30,83.34,41.91,31.26,893.6,52.5,1.61
2025-01-15 11:19:00,83.73,42.55,31.07,892.9,50.82,1.61
2025-01-15 11:19:30,83.36,42.35,31.25,886.6,52.32,1.36
2025-01-15 11:20:00,83.57,42.63,30.85,892.1,52.81,1.6
2025-01-15 11:20:30,83.35,42.23,30.72,887.9,51.77,1.43
2025-01-15 11:21:00,83.05,42.19,31.11,891.8,51.5,1.46
2025-01-15 11:21:30,83.2,42.48,31.24,885.6,51.7,1.72
2025-01-15 11:22:00,82.77,42.62,30.87,891.9,52.27,1.68
2025-01-15 11:22:30,82.74,42.74,31.03,885.2,52.78,1.71
2025-01-15 11:23:00,82.62,42.48,30.88,880.1,51.44,1.5
2025-01-15 11:23:30,82.65,42.84,30.93,877.6,52.05,1.58
2025-01-15 11:24:00,82.76,42.45,30.7,874.9,53.45,1.71
2025-01-15 11:24:30,82.43,42.93,31.24,882.8,51.76,1.61
2025-01-15 11:25:00,82.73,42.53,30.97,873.0,53.45,1.68
2025-01-15 11:25:30,82.87,43.16,31.03,876.0,52.18,1.49
2025-01-15 11:26:00,82.22,43.06,31.13,875.8,52.13,1.7
2025-01-15 11:26:30,83.0,43.21,30.72,882.8,53.48,1.75
2025-01-15 11:27:00,82.43,42.64,31.11,874.5,52.63,1.68
2025-01-15 11:27:30,82.43,43.17,30.75,869.3,53.09,1.73
2025-01-15 11:28:00,82.84,43.09,31.14,883.0,53.02,1.69
2025-01-15 11:28:30,82.13,42.78,30.93,868.5,53.47,1.56
2025-01-15 11:29:00,82.38,43.33,30.63,867.2,53.04,1.58
2025-01-15 11:29:30,82.62,42.57,31.07,879.6,53.8,1.69
2025-01-15 11:30:00,82.14,43.11,30.86,872.1,52.96,1.71
2025-01-15 11:30:30,82.49,43.25,31.09,867.5,52.94,1.72
2025-01-15 11:31:00,82.36,42.87,30.65,865.7,53.06,1.74
2025-01-15 11:31:30,82.73,43.33,31.04,879.5,54.39,1.82
2025-01-15 11:32:00,82.54,42.65,30.92,873.3,53.12,1.81
2025-01-15 11:32:30,82.66,42.98,30.89,867.9,53.27,1.95
2025-01-15 11:33:00,81.71,42.75,30.89,870.0,52.82,1.87
2025-01-15 11:33:30,82.02,43.06,30.72,871.1,53.83,1.78
2025-01-15 11:34:00,81.74,42.73,30.99,871.1,52.98,1.98
2025-01-15 11:34:30,81.86,42.65,30.77,866.2,53.79,1.87
2025-01-15 11:35:00,81.82,43.02,30.5,870.3,54.04,1.69
2025-01-15 11:35:30,81.98,42.61,30.68,875.8,54.02,1.96
2025-01-15 11:36:00,82.31,42.62,31.0,873.5,53.17,2.02
2025-01-15 11:36:30,81.94,42.65,30.97,871.0,54.57,1.76
2025-01-15 11:37:00,82.31,42.54,30.52,868.1,53.1,1.95
2025-01-15 11:37:30,81.73,42.71,30.79,869.0,54.89,1.98
2025-01-15 11:38:00,82.39,42.9,30.9,876.3,53.5,2.04
2025-01-15 11:38:30,81.85,43.03,30.74,875.8,53.45,1.91
2025-01-15 11:39:00,82.24,43.15,30.75,863.6,54.46,1.81
2025-01-15 11:39:30,82.05,43.0,30.37,878.0,54.65,1.89
2025-01-15 11:40:00,81.69,42.68,30.79,872.8,53.56,1.81
2025-01-15 11:40:30,81.61,42.93,30.38,872.8,53.96,2.09
2025-01-15 11:41:00,81.89,42.37,30.78,873.0,54.8,2.15
2025-01-15 11:41:30,82.46,42.23,30.44,867.3,54.46,2.19
2025-01-15 11:42:00,82.32,42.2,30.33,878.5,54.85,2.02
2025-01-15 11:42:30,82.0,42.26,30.71,872.3,55.28,2.12
2025-01-15 11:43:00,81.61,42.35,30.31,880.9,54.74,1.91
2025-01-15 11:43:30,81.72,42.33,30.45,876.5,54.37,2.04
2025-01-15 11:44:00,81.57,42.46,30.35,868.3,54.55,2.31
2025-01-15 11:44:30,81.62,42.07,30.53,873.1,54.21,2.13
2025-01-15 11:45:00,81.86,42.36,30.43,884.8,55.67,1.96
2025-01-15 11:45:30,82.18,42.47,30.62,882.7,54.98,2.21
2025-01-15 11:46:00,82.0,42.02,30.55,885.1,55.62,2.24
2025-01-15 11:46:30,81.97,42.35,30.5,880.1,55.04,2.12
2025-01-15 11:47:00,82.24,42.01,30.07,878.3,54.44,2.39
2025-01-15 11:47:30,82.19,41.92,30.17,877.6,54.52,2.06
2025-01-15 11:48:00,81.75,42.27,30.27,882.0,54.98,2.14
2025-01-15 11:48:30,81.94,41.57,30.16,880.8,55.31,2.26
2025-01-15 11:49:00,82.74,41.73,30.51,886.2,54.04,2.12
2025-01-15 11:49:30,82.42,42.18,30.16,890.3,54.75,2.41
2025-01-15 11:50:00,81.94,41.72,30.46,883.4,54.43,2.08
2025-01-15 11:50:30,82.08,41.48,30.33,883.5,54.73,2.16
2025-01-15 11:51:00,82.55,41.9,30.27,884.3,55.41,2.48
2025-01-15 11:51:30,82.59,41.21,30.35,896.3,54.64,2.16
2025-01-15 11:52:00,82.22,41.51,30.37,893.7,55.81,2.2
2025-01-15 11:52:30,82.4,41.61,30.21,891.1,55.33,2.26
2025-01-15 11:53:00,82.18,41.28,29.83,895.8,54.65,2.34
2025-01-15 11:53:30,82.76,41.09,30.06,887.2,55.84,2.38
2025-01-15 11:54:00,83.2,40.86,30.13,899.7,54.65,2.2
2025-01-15 11:54:30,82.42,40.86,30.21,890.8,55.62,2.34
2025-01-15 11:55:00,82.85,41.15,30.06,901.0,55.2,2.31
2025-01-15 11:55:30,83.11,40.82,30.13,903.9,55.55,2.31
2025-01-15 11:56:00,83.19,41.33,29.96,897.4,55.05,2.57
2025-01-15 11:56:30,82.61,40.49,29.95,904.6,55.55,2.35
2025-01-15 11:57:00,83.52,40.6,30.1,896.7,54.05,2.27
2025-01-15 11:57:30,82.65,40.75,29.96,899.4,55.87,2.37
2025-01-15 11:58:00,82.79,40.43,30.05,912.4,54.31,2.24
2025-01-15 11:58:30,83.48,40.41,30.17,906.8,55.25,2.37
2025-01-15 11:59:00,83.57,40.52,29.76,914.5,54.18,2.54
2025-01-15 11:59:30,82.89,40.6,29.79,915.0,54.08,2.48
2025-01-15 12:00:00,83.3,40.76,30.09,912.3,54.39,2.36
2025-01-15 12:00:30,83.22,40.31,29.64,906.7,55.45,2.52
2025-01-15 12:01:00,83.32,40.69,29.62,913.6,54.23,2.61
2025-01-15 12:01:30,83.95,40.05,29.92,918.8,54.47,2.4
2025-01-15 12:02:00,83.64,40.49,29.54,917.6,55.08,2.46
2025-01-15 12:02:30,83.8,40.42,29.55,921.8,54.59,2.59
2025-01-15 12:03:00,84.15,39.8,29.93,924.6,54.44,2.29
2025-01-15 12:03:30,83.47,40.38,29.4,924.3,54.13,2.58
2025-01-15 12:04:00,83.52,39.67,29.78,912.1,54.49,2.66
2025-01-15 12:04:30,84.21,40.19,29.94,912.1,54.25,2.61
2025-01-15 12:05:00,84.26,39.46,29.64,916.2,54.62,2.34
2025-01-15 12:05:30,83.66,40.17,29.5,927.4,53.97,2.49
2025-01-15 12:06:00,83.85,39.67,29.4,925.1,54.0,2.59
2025-01-15 12:06:30,84.28,39.36,29.49,922.9,55.51,2.44
2025-01-15 12:07:00,84.07,40.0,29.79,927.4,54.19,2.37
2025-01-15 12:07:30,84.19,39.23,29.27,924.6,54.43,2.52
2025-01-15 12:08:00,84.37,39.14,29.64,927.5,54.67,2.52
2025-01-15 12:08:30,84.77,39.87,29.73,929.2,54.34,2.43
2025-01-15 12:09:00,84.57,39.82,29.42,924.5,54.33,2.36
2025-01-15 12:09:30,85.22,39.01,29.54,933.7,53.98,2.54
